MOFid,metal,linker,logKH_CO2,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_6500000,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites
NEDWEA_clean,[Mn][Co],[O][Branch2][Branch1][N][C][C][Branch2][Ring1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch2][Ring1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-3.801287942539599,1.2930508157,9.9873314308,7.23193,5.49922,7.23193,0.857312,2138.95,2494.95,0.0,0.0,0.6398,0.746286,0.0,"Mn,Co",Yes,Co
NEDWIE_clean,[Ni][Mn],[O][=C][Branch1][C][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][Branch2][Ring1][C][C][O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][Branch2][Ring1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],-3.966692876283528,1.2891113179,13.0241174539,8.99031,6.43493,8.98641,0.682799,2139.49,3133.41,0.0,0.0,0.724,1.06034,0.0,"Ni,Mn",Yes,Ni
NEDXOL_clean,[Zn],[OH0][P][=Branch1][C][=O][Branch1][C][O][O],-3.744910902400029,1.759996251,4.3274750503,5.99531,3.70069,5.99531,1.19863,1096.35,914.669,0.0,0.0,0.5274,0.440003,0.0,Zn,No, 
NEFZOO_clean,[Cu],[C][=C][N][=C][C][=C][Branch1][P][C][=C][Branch1][#Branch1][C][Ring1][=Branch1][=N][Ring1][#Branch2][N][=C][C][=N][Ring1][Branch2][N][=C][C][=N][Ring1][=C],-3.307798394727171,4.0164902232,9.1881787315,4.9876,4.51456,4.96943,1.17458,1752.87,1492.33,0.0,0.0,0.5624,0.478808,0.0,Cu,Yes,Cu
NEHGIS_clean,[Zn],[C][=Branch2][Ring2][O][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-3.4042833800565755,2.8370560208,5.3436211271000005,5.25791,4.32138,5.25791,1.34435,1760.82,1309.79,0.0,0.0,0.5618,0.417897,0.0,Zn,Yes,Zn
NEHZIK_clean,[Zn],[O][=C][Branch1][C][OH0][/C][=C][/C][NH1][C][=N][C][=Ring1][Branch1],-4.7062420085148124,0.2977082971,4.63072506,7.34019,4.77821,7.34019,1.20148,1239.75,1031.85,0.0,0.0,0.5382,0.447947,0.0,Zn,Yes,Zn
NEKBEL_clean,[Co][W],[C][=N][C][=C][C][=N][Ring1][=Branch1],-4.042017954524788,1.0504758846,2.1717072189,4.90746,3.89074,4.89557,1.60125,914.813,571.31,2.67246,1.66898,0.5046,0.315128,0.0,"W,Co",Yes,Co
NELVAC_clean,[Zn],[P@@][=Branch1][C][=O][Branch1][=N][C][C][C][C][P@][=Branch1][C][=O][Branch1][C][OH0][O][Branch1][C][OH0][O],-3.5824436151752503,1.5909012889,2.8826815491,4.82648,4.29457,4.79942,1.65303,931.318,563.4,0.0,0.0,0.5062,0.306225,0.0,Zn,No, 
NELVEG_clean,[Zn],[OH0][P@][=Branch1][C][=O][Branch1][O][C][C][P@][=Branch1][C][=O][Branch1][C][O][OH0][O],-3.6597919357974695,1.4831955047,2.4052613246,4.88877,3.9894,4.88281,1.93052,846.514,438.489,0.0,0.0,0.4838,0.250606,0.0,Zn,No, 
NENHAQ_clean,[Cd],[OH0][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch2][Ring1][=Branch2][=C][C][Branch1][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][=C][Ring1][=N][C][=C][Ring1][P][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring2][Ring1][Branch1],-4.644910702599048,0.3356915104,11.0699584801,10.30187,9.48231,10.30187,0.81249,1810.52,2228.36,0.0,0.0,0.7266,0.894287,0.0,Cd,Yes,Cd
NEPWIQ_clean,[Er],[O][=C][Branch1][C][OH0][/C][=C][/C][=Branch1][C][=O][OH0],-0.9993317009561562,3.2437387675,2.9669314971,4.3412,3.92268,4.32302,2.14557,765.165,356.625,0.0,0.0,0.4758,0.221759,0.0,Er,Yes,Er
NERTAH_clean,[Cu],[OH0][P][=Branch1][C][=O][Branch1][C][OH0][C][N][Branch1][#Branch2][C][P][=Branch1][C][=O][Branch1][C][OH0][OH0][C][C][C][C][C][C][N][Branch1][#Branch2][C][P][=Branch1][C][=O][Branch1][C][OH0][OH0][C][P][=Branch1][C][=O][Branch1][C][OH0][OH0],-3.492020061889412,1.7810923195,2.5844775292,4.54882,3.46995,4.4502,1.3343,589.598,441.88,43.1614,32.3477,0.4772,0.357642,0.0,Cu,Yes,Cu
NERVAJ_clean,[Zn],[C][=Branch1][#C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][O][C][C][=C][Branch2][Branch1][Ring2][C][=Branch2][Ring1][#C][=C][Branch2][Ring1][#Branch2][C][Branch2][Ring1][C][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][Ring1][=Branch2][=C][Ring1][P][C][C][C][O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C],-3.570502882406309,1.4830403605,5.9727529853,12.53445,5.46518,12.53445,1.01277,1389.34,1371.82,0.0,0.0,0.569,0.561827,0.0,Zn,Yes,Zn
NERVEN_clean,[Cd],[O][=C][Branch2][=Branch1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O][C][C][=C][Branch2][Branch1][Ring2][C][=Branch2][Ring1][#C][=C][Branch2][Ring1][#Branch2][C][Branch2][Ring1][C][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][Ring1][=Branch2][=C][Ring1][P][C][C][C][O][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][OH0],-2.9143669744819065,1.6726589513,5.3341639621,12.25139,5.76203,12.25139,1.08035,1360.26,1259.1,0.0,0.0,0.5706,0.528164,0.0,Cd,Yes,Cd
NETFAU_clean,[W][Eu],[C][=Branch1][O][=N][C][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][OH0],-2.621162575657468,3.4886751398,2.3835767626,5.9815,3.37252,5.81349,1.64572,938.309,570.151,0.0,0.0,0.5186,0.31512,0.0,"W,Eu",Yes,Eu
NETFEY_clean,[Nd][W],[N][=C][Branch1][#Branch2][C][=N][C][Branch1][C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][OH0],-2.11545384648593,4.1625783925,2.6464388874,5.99191,3.34732,5.84787,1.56583,1062.01,678.245,0.0,0.0,0.5366,0.342695,0.0,"W,Nd",Yes,Nd
NETHOJ_clean_h,[Dy],[O][=C][Branch1][C][OH0][/C][=C][/C][=Branch1][C][=O][OH0],-1.8611890799595008,3.9615078405,3.9946767085,4.97649,4.04567,4.52041,1.68332,1607.37,954.88,0.0,0.0,0.565,0.335646,0.0,Dy,Yes,Dy
NETYIV01_clean,[Cu],[C][=C][N][=C][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],-4.421121363834094,0.5499604534,11.4324560389,8.07265,7.09602,8.06746,0.782971,2020.36,2580.37,0.0,0.0,0.686,0.87615,0.0,Cu,Yes,Cu
NETYIV_clean,[Cu],[C][=Branch1][Branch2][=C][C][=N][C][=C][Ring1][=Branch1][C][=CH0][C][=N][C][=CH0][Ring1][=Branch1],-4.49334481695771,0.4703609652,11.2505784521,8.05298,7.05859,8.05298,0.781018,1992.35,2550.96,0.0,0.0,0.686,0.878341,0.0,Cu,Yes,Cu
NEVJEF_clean,[Cd],[O][=C][Branch1][C][OH0][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][N][Branch1][#Branch1][C][C][=Branch1][C][=O][OH0][C][C][=Branch1][C][=O][OH0],-2.630618993614533,2.6309351701,3.5642832844,6.93106,3.47964,6.92655,1.61189,1003.29,622.432,0.0,0.0,0.4932,0.305976,0.0,Cd,Yes,Cd
NEVJOP_clean,[Zn],[C][=Branch1][C][=O][Branch1][C][OH0][C][=C][C][=C][Branch2][Ring1][Ring2][C][=C][Ring1][=Branch1][N][Branch1][#Branch1][C][C][=Branch1][C][=O][OH0][C][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-3.408027664581032,1.6043636628,2.8770054298,5.38691,3.04693,5.37271,1.49125,0.0,0.0,826.233,554.055,0.458,0.307125,0.0,Zn,Yes,Zn
NEVVEQ_clean,[Co],[C][=Branch1][C][=S][N][=C][CH0][Branch1][Branch1][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][OH0],-3.4345595233747,1.9787690436,3.2182266125,4.80581,3.79614,4.80581,1.56913,728.185,464.069,0.0,0.0,0.453,0.288695,0.0,Co,No, 
NEXVUI_clean,[Cd],[OH0][C][=Branch1][C][=O][C][=C][Branch1][N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-3.1071593859725524,2.0990617382,3.3487799987,9.07531,8.9508,9.07531,1.35917,693.606,510.314,30.665,22.5615,0.5322,0.391561,0.0,Cd,Yes,Cd
NEXXEV_clean,[Li],[N][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][CH0],-4.071452580837572,1.1411779318,12.641717351,10.14339,9.60102,10.14163,0.701942,1675.6,2387.1,0.0,0.0,0.6396,0.911186,0.0,Li,Yes,Li
NEXXIZ_clean,[Li],[C][=Branch1][C][=O][Branch2][Ring1][#C][C][=C][C][=C][Branch2][Ring1][Ring2][N][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][C][=C][Ring1][P][OH0],-3.9873399023643534,1.4244290664,12.6990690307,9.73301,9.22346,9.73301,0.709285,1668.91,2352.94,0.0,0.0,0.6328,0.892166,0.0,Li,Yes,Li
NEYJIM_clean,[Mo][Cu],[OH0],-3.48947375600978,0.3571922686,1.9101204931,8.63602,2.71972,8.63602,1.95132,0.0,0.0,802.829,411.428,0.494,0.253162,0.0,"Mo,Cu",Yes,"Mo,Cu"
NEYYUN_clean,[Ni],[C][=Branch1][C][=O][CH1][C][=Branch1][C][=O][N][C][=Branch1][C][=S][N][Ring1][=Branch2],-2.6168239838863325,7.0061444143,8.989863894900001,4.68454,4.06012,4.68454,1.064,2087.99,1962.4,0.0,0.0,0.6166,0.579512,0.0,Ni,Yes,Ni
NEYZAU_clean,[Mg],[C][=Branch1][C][=O][CH1][C][=Branch1][C][=O][N][C][=Branch1][C][=S][N][Ring1][=Branch2],-1.2947813690058574,8.658307808,10.282898842,4.66904,4.09054,4.65339,0.942406,2112.21,2241.29,0.0,0.0,0.6186,0.656405,0.0,Mg,Yes,Mg
NIBXUT_clean,[Gd],[O][=C][Branch1][C][OH0][C@H1][Branch1][=Branch2][P][=Branch1][C][=O][Branch1][C][OH0][OH0][O],-2.093012390508701,2.8731903117,2.8728212354,6.21117,5.18074,6.19848,1.9388,1406.45,725.426,0.0,0.0,0.5234,0.269961,0.0,Gd,Yes,Gd
NICJUG_clean,[Ba][Cu],[O][=C][Branch1][C][OH0][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][C][CH0][CH0],-3.0427692327375206,1.7867014581,0.5056551493,4.89962,3.36041,4.89962,1.72542,148.084,85.8247,0.0,0.0,0.4514,0.261617,0.0,"Cu,Ba",Yes,"Cu,Ba"
NIGDEO_clean,[Cu],[O][=C][Branch1][C][OH0][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=C][C][=C][C][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][=C][C][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][=Branch1],-4.399378818416383,0.5783579709000001,15.6113706957,13.9402,7.42068,13.92619,0.633535,2119.03,3344.77,0.0,0.0,0.7538,1.18983,0.0,Cu,Yes,Cu
NIGDIS_clean,[Cu],[O][=C][Branch1][C][OH0][C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=C][C][=C][C][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][=C][C][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][=Branch1],-4.38427609271706,0.5844288631,16.2965029921,14.03164,7.36423,14.03164,0.622681,2210.2,3549.5,0.0,0.0,0.7674,1.23241,0.0,Cu,Yes,Cu
NIGGAM_clean,[Ho],[OH0][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N],-2.4341875872111363,4.9106710214,7.4074159289,7.44488,4.63983,7.44488,1.22204,2431.75,1989.92,0.0,0.0,0.6646,0.543847,0.0,Ho,Yes,Ho
NIGLUK_clean,[Cu],[C][=C][C][=C][Branch1][Branch1][C][=NH0][Ring1][=Branch1][C][=C][C][=C][NH0][=C][C][=Branch1][=Branch1][=C][Ring1][N][Ring1][=Branch1][C][=C][Ring1][#C],-3.122291832161761,2.3470688812,2.8220242298,5.06191,2.80356,5.05782,1.26749,0.0,0.0,439.885,347.052,0.4414,0.348248,0.0,Cu,No, 
NIGNUO_clean,[Co],[C][=C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring2][Ring1][Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],-4.165645431113804,0.9149996538,12.1439173368,16.88905,3.72632,16.88905,0.773731,1979.77,2558.73,0.0,0.0,0.6948,0.897987,0.0,Co,Yes,Co
NIHVUX_clean,[Mn][Ce][W],[P][=Branch1][C][=O][Branch1][C][OH0][Branch1][C][OH0][OH0],-0.6657433345766505,1.5831650583,1.2815347953,7.06296,5.57011,7.05951,3.18911,938.163,294.177,124.289,38.973,0.4932,0.154651,0.0,"W,Mn,Ce",Yes,"W,Mn,Ce"
NIJTOR_clean,[Co],[C][=Branch1][=C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][S][Ring1][Branch2][C][=Branch1][C][=O][OH0],-1.540892611552965,1.8449263507,2.7028496894,5.13346,3.60858,4.57199,1.35089,285.546,211.376,191.611,141.84,0.4084,0.302318,0.0,Co,Yes,Co
NIJZIP01_clean,[Nd][Cu],[OH0][C][=Branch1][C][=O][C][O][C][C][=Branch1][C][=O][OH0],-5.302855256975152,0.0750025106,2.7642890693,8.50827,7.36867,8.50827,1.45663,1110.96,762.692,3.7965,2.60636,0.5674,0.38953,0.0,"Cu,Nd",Yes,Cu
NIKJOH_clean,[Sm],[C][=C][Branch2][Branch2][Ring2][/C][=N][/C][=Branch2][#Branch1][=Branch2][=C][Branch2][=Branch1][=Branch1][\C][=C][C][=C][Branch2][Branch1][O][/C][=Branch2][Ring2][Branch2][=C][/C][=C][C][=Branch1][Ring2][=N][\-Ring1][Branch1][/C][=Branch1][=N][=C][Branch1][=Branch1][/C][=C][\-Ring2][Ring1][Ring2][\NH1][/-Ring2][Ring1][Branch1][/C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][/C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][NH1][Ring2][Ring2][C][/C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][/C][=C][Ring2][Ring2][P][\C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],-1.2076755613055925,2.9868759330000003,4.2951250238,5.92614,3.00956,5.92202,1.25543,0.0,0.0,1126.53,897.324,0.4956,0.394764,0.0,Sm,Yes,Sm
NIMPEG01_clean,[Cu],[C][=Branch2][Branch2][Ring1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch2][#Branch1][Ring1][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch2][Branch1][Branch2][C][Branch1][C][C][Branch2][Ring2][S][C][=C][C][=Branch2][Ring1][O][=C][Branch1][Ring1][O][CH2][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][=C][Ring1][P][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring2][Ring2][N][O][CH2][C][=Branch1][C][=O][OH0],-4.3615566708672615,0.6604628917,17.0577831482,8.44,5.51406,8.10508,0.6075,2688.56,4425.61,0.0,0.0,0.7444,1.22535,0.0,Cu,Yes,Cu
NIMPEG_clean,[Cu],[C][Branch2][Branch1][C][C][=C][C][=Branch2][Ring1][=N][=C][Branch2][Ring1][=Branch1][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][#C][O][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch2][Branch1][C][C][=C][C][=Branch2][Ring1][=N][=C][Branch2][Ring1][=Branch1][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][=C][Ring1][#C][O][C][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][Branch1][C][C][C],-4.076482430920192,1.2332935916,13.1494063738,5.8871,5.25211,5.8871,0.735505,2646.72,3598.51,0.0,0.0,0.6844,0.930517,0.0,Cu,Yes,Cu
NIMTAE_clean,[Ag],[C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][C@H1][C@@H1][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C@@H1][Branch1][N][C@@H1][Ring1][#Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],-3.8234226033108727,1.8619820348,6.6635057539,4.79937,4.4136,4.79752,1.0571,1265.99,1197.61,0.0,0.0,0.5494,0.519725,0.0,Ag,No, 
NIRGAY_clean,[Mn],[OH0][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][=C][Branch1][C][C][C][Branch2][Ring1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][=C][Branch2][Ring1][O][C][Branch2][Ring1][C][C][O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][=C][Ring2][Ring1][=N][C][C],-3.4983260366638644,2.0751281618,9.7931527419,8.4539,5.80719,8.43976,0.806367,1866.49,2314.69,0.0,0.0,0.644,0.798644,0.0,Mn,Yes,Mn
NISPOV_clean,[Zn],[C][=Branch1][#C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][P][=Branch1][C][=O][Branch1][C][OH0][OH0],-3.4374561501756467,1.0103424881,2.0153410462,4.71107,2.81394,4.69976,1.97219,0.0,0.0,427.339,216.682,0.4068,0.206268,0.0,Zn,Yes,Zn
NIVNUC_clean,[W][Cu],[C][=C][C][=N][C][=N][Ring1][=Branch1],-4.579399068846958,0.3266933484,2.319909373,5.02349,3.15608,4.44899,1.74877,0.0,0.0,914.58,522.985,0.5046,0.288546,0.0,"W,Cu",Yes,Cu
NIXPOA_clean,[Ag],[C][=Branch2][Ring2][Branch2][=C][Branch2][Ring1][#C][S][/C][=Branch2][Ring1][=Branch1][=C][/S][C][=Branch1][N][=C][Branch1][Ring2][S][\-Ring1][Branch1][S][C][C][C][#N][S][C][C][C][#N][/S][Ring2][Ring1][Ring2][S][C][C][C][#N][S][C][C][C][#N],-3.700102817592087,0.9771110971,2.4000851048,5.73914,2.56703,5.73254,1.56162,0.0,0.0,737.384,472.192,0.4824,0.30891,0.0,Ag,Yes,Ag
NOCLOH03_clean,[Sr],[O][=C][Branch1][C][OH0][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-2.6583656865648733,3.9029027729,4.3920229585,5.53774,4.87922,5.44835,1.29563,1278.59,986.85,0.0,0.0,0.5392,0.416168,0.0,Sr,Yes,Sr
NOCLUN_clean,[Sr],[C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],-3.138318061605321,6.227541071,6.6869376959,6.26764,5.77209,6.22951,1.07441,1685.14,1568.43,0.0,0.0,0.6158,0.57315,0.0,Sr,Yes,Sr
NOCYUB_clean,[Zn][Sr],[N][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],-1.7716920542097607,2.2236380019,1.6675342377,4.54438,4.10807,4.54438,1.72564,433.752,251.357,0.0,0.0,0.3964,0.229712,0.0,"Sr,Zn",Yes,Sr
NOCZAI_clean,[Ni][Sr],[C][=Branch1][=N][=N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-1.5956264688978372,1.9922762601,1.4617899438,4.42954,4.04745,4.42954,1.74484,414.324,237.458,0.705302,0.404222,0.3944,0.226039,0.0,"Sr,Ni",Yes,Sr
NOFDUI_clean,[Co],[C@@][Branch2][Ring1][Ring2][C][Branch1][=N][C@H1][Branch1][Branch1][C][C][Ring1][Branch1][C][=Branch1][C][=O][OH0][Branch1][C][C][C][Branch1][C][C][C][=Branch1][C][=O][OH0],-3.683627017377237,1.6530686574,4.334895778,4.93531,4.06199,4.92703,1.21153,1000.68,825.958,0.0,0.0,0.4872,0.402135,0.0,Co,No, 
NOFHOG_clean,[Eu],[OH0][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],-1.9857147328009253,3.958743203,12.5847579524,6.65675,5.09348,6.63927,0.822826,2730.97,3319.01,0.0,0.0,0.6932,0.842462,0.0,Eu,Yes,Eu
NOFQIK_clean,[Cu],[C][C][C][=Branch1][=Branch2][=C][Branch1][C][C][NH1][N][=Ring1][=Branch1][C][C][Branch1][C][C][=N][NH1][C][=Ring1][=Branch1][C],-4.512947926137414,0.4213542395,2.5425849783,4.9549,4.61383,4.95259,1.45912,792.567,543.181,0.0,0.0,0.5256,0.360216,0.0,Cu,Yes,Cu
NOHHID_clean,[Cu],[N][N][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][C][=C][N][=Ring1][P],-4.194899638577527,0.6240604052000001,0.8237641648,3.94586,2.86576,3.94586,1.69888,0.0,0.0,60.508,35.6164,0.3866,0.227562,0.0,Cu,Yes,Cu
NOHLED_clean,[Na][Ce],[O][=C][Branch1][C][OH0][C][=C][Branch2][Ring1][Branch1][N][=C][Branch1][N][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],-4.439100299897703,0.4850658662,1.9609845771,4.02474,3.01362,3.77521,2.02092,0.0,0.0,133.099,65.8606,0.3242,0.160422,0.0,"Na,Ce",Yes,Na
NOHSUA_clean,[Ca],[C][=C][Branch2][Branch1][=Branch1][C][=C][C][Branch2][Ring2][N][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring2][Ring1][=C][C][=Branch1][C][=O][OH0],-3.616683821070237,1.751583608,9.1230461949,8.36544,4.75817,8.32279,0.872139,1620.2,1857.73,0.0,0.0,0.5908,0.677415,0.0,Ca,Yes,Ca
NOLRIR_clean,[Cd],[C][=Branch1][C][=O][Branch2][Ring2][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][OH0],-1.71331903064507,3.3260939426,4.7918241697,4.87159,3.04039,4.86501,1.41589,0.0,0.0,1099.18,776.318,0.5238,0.369944,0.0,Cd,Yes,Cd
NOMKUX_clean,[Ag],[C][=N][C][=C][N][=C][Ring1][=Branch1],-4.761697914308627,0.2670843286,7.0424380207,8.6673,3.18545,8.64817,1.0495,0.0,0.0,1585.89,1511.09,0.6718,0.640112,0.0,Ag,Yes,Ag
NOQNOY_clean,[Ca][Ce],[O][=C][Branch1][C][OH0][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=N][Ring1][=Branch2],-0.8071148864162772,4.4075929339,3.0183107421,5.31837,2.93234,4.66391,1.34891,0.0,0.0,739.909,548.525,0.49,0.363257,0.0,"Ca,Ce",Yes,Ca
NORBUT_clean,[Zn][Ba],[C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C],-4.53882874299563,0.2382909228,0.9859018898,5.08002,3.51252,5.07961,1.76418,163.887,92.8971,0.0,0.0,0.4354,0.246801,0.0,"Ba,Zn",Yes,"Ba,Zn"
